date,state,city,summary,month,year_month
2022-06-04,NEW JERSEY,LUMBERTON,"PRELIM INFO FROM FAA OPS: LUMBERTON, NJ/UAS INCIDENT/1551E/MCGUIRE AFB ATCT ADVISED, SLING SLG2, 9N1 - OQN, REPORTED A SILVER UAS AT SAME ALTITUDE WHILE W BOUND AT 2,000 FEET 9 S LUMBERTON (NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 JF/TB",6,2022-06
2022-06-04,NEW JERSEY,WRIGHTSTOWN,"PRELIM INFO FROM FAA OPS: WRIGHTSTOWN, NJ/UAS INCIDENT/1840E/JB MC GUIRE ATCT ADVISED, A320, SJU - EWR, REPORTED A UAS WHILE NW BOUND AT 6,000 FEET 32 SE WRIGHTSTOWN. NO EVASIVE ACTION REPORTED. LEOS NOT NOTIFIED DUE TO LOCATION BEING OVER THE OCEAN. WOC 7-3333 DJ/RC",6,2022-06
2022-06-04,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS INCIDENT/2025E/POTOMAC TRACON ADVISED, CRJ7, DTW - IAD, REPORTED A RED QUADCOPTER AT SAME ALTITUDE FROM THE 2 O'CLOCK POSITION WHILE SE BOUND AT 9,000 FEET 27 WNW ARMEL VOR. NO EVASIVE ACTION REPORTED. CLARKE COUNTY SHERIFF NOTIFIED. WOC 7-3333 JG/DJ",6,2022-06
2022-06-04,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS INCIDENT/2026E/ATLANTA TRACON ADVISED, A321, ORD - ATL, REPORTED QUAD COPTER UAS 500 FEET ABOVE ACFT FROM THE 10 O'CLOCK POSITION WHILE SE BOUND AT 6,000 FEET 16 NW ATL. NO EVASIVE ACTION TAKEN. DOUGLAS COUNTY SHERIFF NOTIFIED. WOC 7-3333 ER/RC",6,2022-06
2022-06-05,NEW YORK,NIAGARA FALLS,"PRELIM INFO FROM FAA OPS: NIAGARA FALLS, NY/UAS INCIDENT/1220E/BUFFALO ATCT ADVISED, E3TF, REPORTED A UAS WHILE W BOUND AT 1,000 FEET 1 E IAG. NO EVASIVE ACTION TAKEN. NIAGARA FRONTIER TRANSPORTATION AUTHORITY NOTIFIED. WOC 7-3333 JF/JO",6,2022-06
2022-06-05,VIRGINIA,CHANTILLY,"PRELIM INFO FROM FAA OPS: CHANTILLY, VA/UAS INCIDENT/1243E/DULLLES ATCT ADVISED BOMBARDIER GLEX, REPORTED A SMALL BLACK UAS AT THE 12 O'CLOCK POSITION WHILE S BOUND AT 1,600 FEET 4 N IAD. NO EVASIVE ACTION TAKEN. MWAA NOTIFIED. WOC 7-3333 JO/JA",6,2022-06
2022-06-05,MARYLAND,EASTON,"PRELIM INFO FROM FAA OPS: EASTON, MD/UAS INCIDENT/1548E/POTOMAC TRACON ADVISED, CESSNA C182, TTA - SARATOGA SPRINGS, NY (5B2), REPORTED A BLUE UAS 200 FEET BELOW THE ACFT WHILE SW BOUND AT 7,000 FEET 12 SSW ESN. NO EVASIVE ACTION TAKEN. DORCHESTER COUNTY SHERIFF NOTIFIED. WOC 7-3333 JF/JO",6,2022-06
2022-06-05,MAINE,PORTLAND,"PRELIM INFO FROM FAA OPS: PORTLAND, ME/UAS SIGHTING/1800E/PORTLAND ATCT ADVISED AN INDIVIDUAL OBSERVED A UAS FLY OVER AN ARPT PERIMETER FENCE NEAR THE CARGO AREA AT PWM. NO ACFT INVOLVED. NO IMPACT TO OPERATIONS. PORTLAND PD NOTIFIED. WOC 7-3333 HM/JW",6,2022-06
2022-06-05,VIRGINIA,HERNDON,"PRELIM INFO FROM FAA OPS: HERNDON, VA/UAS INCIDENT/1802E/DULLES ATCT ADVISED, E170, EWR - IAD, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE N BOUND AT 1,100 FEET 2 S ARMEL VOR. NO EVASIVE ACTION TAKEN.  MWAA NOTIFIED. WOC 7-3333 JW/HM",6,2022-06
2022-06-05,FLORIDA,ORMOND BEACH,"PRELIM INFO FROM FAA OPS: ORMOND BEACH, FL/UAS INCIDENT/1734E/DAYTONA BEACH ATCT ADVISED, A320, LEX - SFB, REPORTED A RED UAS 400 FEET BELOW FROM THE 12 O'CLOCK POSITION WHILE S BOUND AT 9,000 FEET 6 ORMOND BEACH. NO EVASIVE ACTION TAKEN. VOLUSIA COUNTY SHERIFF NOTIFIED. WOC 7-3333 JW/HM",6,2022-06
2022-06-05,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS INCIDENT/2135E/DEKALB-PEACHTREE ATCT ADVISED, ROBINSON R44, REPORTED A UAS AT 400 FEET WHILE N BOUND AT 1,800 FEET 4 SW PDK. NO EVASIVE ACTION TAKEN. TROOPER 4, HELO, NOTIFIED ON FREQUENCY. WOC 7-3333 HM/JW",6,2022-06
2022-06-05,ARIZONA,YUMA,"PRELIM INFO FROM FAA OPS: YUMA, AZ/UAS INCIDENT/LATE REPORT 6-5 2127M/OPERATOR ADVISED, VTOL INDAGO III DRONE, UAS LOCATED DAMAGED AFTER HAND-HELD CONTROLS EXPERIENCED ANAMOLY WHILE ON MISSION VCNTY YUMA. NO IMPACT TO ATC OPERATIONS REPORTED. NO GROUND DAMAGES REPORTED. WOC 7-3333 RC/MK",6,2022-06
2022-06-06,VIRGINIA,RICHMOND,"PRELIM INFO FROM FAA OPS: RICHMOND, VA/UAS INCIDENT/0920E/POTOMAC TRACON ADVISED, CESSNA C421, REPORTED A UAS WHILE SW BOUND AT 12,00 FEET 7 WNW RIC. NO EVASIVE ACTION TAKEN. HENRICO COUNTY SHERIFF NOTIFIED. WOC 7-3333 JO/EF",6,2022-06
2022-06-06,PENNSYLVANIA,YARDLEY,"PRELIM INFO FROM FAA OPS: YARDLEY, PA/UAS INCIDENT/0943E/TRENTON ATCT ADVISED, CESSNA C172, REPORTED A UAS AT THE 3 O'CLOCK POSITION WHILE SW BOUND AT 1,200 3 ESE YARDLEY VOR. NO EVASIVE ACTION TAKEN. NEW JERSEY STATE PD NOTIFIED. WOC 7-3333 JO/JA",6,2022-06
2022-06-06,WASHINGTON,SPOKANE,"PRELIM INFO FROM FAA OPS: SPOKANE, WA/UAS INCIDENT/0820P/SPOKANE ATCT  ADVISED , E170, SEA - GEG, REPORTED A UAS AT THE 3 O'CLOCK POSITION WHILE SW BOUND AT 3,000 FEET 10 NNE GEG. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 JO/JA",6,2022-06
2022-06-06,SOUTH CAROLINA,SUMTER,"PRELIM INFO FROM FAA OPS: SUMTER, SC/UAS INCIDENT/1147E/SHAW AFB ATCT ADVISED, F16, MMT - MMT, REPORTED A UAS WHILE SW BOUND AT 2,500 FEET 11 NE SSC. NO EVASIVE ACTION TAKEN. SUMPTER COUNTY SHERIFF NOTIFIED. WOC 7-3333 JO/EF",6,2022-06
2022-06-06,SOUTH CAROLINA,SUMTER,"PRELIM INFO FROM FAA OPS: SUMTER, SC/UAS INCIDENT/1148E/SHAW AFB ATCT ADVISED, F16, MMT - MMT,  REPORTED A UAS WHILE SW BOUND AT 1,800 FEET 6 NE SSC. NO EVASIVE ACTION TAKEN. SUMPTER COUNTY SHERIFF NOTIFIED. WOC 7-3333 JO/EF",6,2022-06
2022-06-06,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/1234E/JFK ATCT ADVISED, BELL B407, REPORTED A RED AND WHITE UAS WHILE W BOUND AT 500 FEET VCNTY NYPD AIR OPERATIONS HELIPORT (NY22). NO EVASIVE ACTION TAKEN. NYPD AVIATION UNIT NOTIFIED. WOC 7-3333 JO/EF",6,2022-06
2022-06-06,MARYLAND,BALTIMORE,"PRELIM INFO FROM FAA OPS: BALTIMORE, MD/UAS INCIDENT/1400E/POTOMAC TRACON ADVISED, PIPER PA23, REPORTED A UAS OFF THE LEFT SIDE WHILE SE BOUND AT 5,000 FEET 10 NE BWI. NO EVASIVE ACTION TAKEN. BALTIMORE COUNTY SHERIFF NOTIFIED. WOC 7-3333 JO/EF",6,2022-06
2022-06-06,OKLAHOMA,OKLAHOMA CITY,"PRELIM INFO FROM FAA OPS: OKLAHOMA CITY, OK/UAS INCIDENT/1415C/OKLAHOMA TRACON ADVISED, B738, SAT - OKC, REPORTED A UAS AT THE 9 O'CLOCK POSITION WHILE S BOUND AT 2,500 FEET 5 NE OKC. NO EVASIVE ACTION TAKEN. DIA NOTIFIED. WOC 7-3333 JO/JA",6,2022-06
2022-06-06,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS SIGHTING/1655E/BOSTON TRACON ADVISED, CESSNA C402, RUT - BOS, REPORTED A RED UAS AT THE 10 O'CLOCK POSITION WHILE SE BOUND AT 3,500 FEET. 7 W BOS. NO INJURIES REPORTED. MASSACHUSETTS STATE PD NOTIFIED. WOC 7-3333 JO/JA",6,2022-06
2022-06-06,CALIFORNIA,SAN DIEGO,"PRELIM INFO FROM FAA OPS: SAN DIEGO, CA/UAS SIGHTING/1406P/BROWN FIELD ATCT ADVISED, CESSNA C182, REPORTED A UAS AT THE 3 O'CLOCK POSITION WHILE E BOUND AT 1,400 FEET 1 N SDM. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 JO/EF",6,2022-06
2022-06-06,NEW JERSEY,NEWARK,"PRELIM INFO FROM FAA OPS: NEWARK, NJ/UAS SIGHTING/1725E/NEWARK TRACON ADVISED, DH8D, TORONTO, CANADA (CYTZ) - EWR, REPORTED A UAS AT THE 9 O'CLOCK POSITION WHILE SW BOUND AT 1,700 FEET 5 NE EWR. NO EVASIVE ACTION TAKEN. PORT AUTHORITY OPERATIONS NOTIFIED. WOC 7-3333 JO/EF",6,2022-06
2022-06-06,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS SIGHTING/1805P/BOEING FIELD ATCT ADVISED, BEECH B350, DIJ - BFI, REPORTED A WHITE UAS WHILE SE BOUND AT 400 FEET ON FINAL RUNWAY 14R SEATTLE (BFI). NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 JW/HM",6,2022-06
2022-06-07,CALIFORNIA,SANTA BARBARA,"PRELIM INFO FROM FAA OPS: SANTA BARBARA, CA/UAS SIGHTING/1500P/LOS ANGELES ARTCC ADVISED, C130, REPORTED A BLACK UAS BELOW ACFT WHILE N BOUND AT 16,000 FEET 15 N SBA. NO EVASIVE ACTION TAKEN. SAN LUIS OBISPO SHERIFF NOTIFIED. WOC 7-3333 JW/HM",6,2022-06
2022-06-07,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1905E/LAGUARDIA ATCT ADVISED, CRJ9, TORONTO, CANADA (CYYZ) - LGA, REPORTED A UAS 100 FEET ABOVE ACFT FROM THE 12 O'CLOCK POSITION WHILE NNE BOUND AT 1,200 FEET 4 NE LGA. NO EVASIVE ACTION TAKEN. PORT AUTHORITY NOTIFIED. WOC 7-3333 JW/HM",6,2022-06
2022-06-07,OHIO,COLUMBUS,"PRELIM INFO FROM FAA OPS: COLUMBUS, OH/UAS SIGHTING/1912E/COLUMBUS APCH ADVISED, TEXTRON C56X, TEB - OSU, REPORTED A BLUE UAS PASS UNDERNEATH THE ACFT WHILE NW BOUND AT 3,200 FEET 6 ENE CMH. NO EVASIVE ACTION TAKEN. OHIO HIGHGWAY STATE PATROL NOTIFIED. WOC 7-3333 HM/JW",6,2022-06
2022-06-07,CALIFORNIA,ONTARIO,"PRELIM INFO FROM FAA OPS: ONTARIO, CA/UAS SIGHTING/1905P/ONTARIO ATCT ADVISED, B752, ONT - SDF, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE  WSW BOUND AT 1,500 FEET 1 N ONT. NO EVASIVE ACTION TAKEN. ONTARIO PD NOTIFIED. WOC 7-3333 JW/HM",6,2022-06
2022-06-08,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/0810E/LAGUARDIA ATCT ADVISED, CRJ7, CVG - LGA, REPORTED BLACK QUAD COPTER UAS 300 FEET BELOW ACFT FROM THE 12 O'CLOCK POSITION WHILE SW BOUND AT 1,900 FEET 5 NE LGA. NO EVASIVE ACTION TAKEN. LAW ENFORCEMENT NOTIFICATION NOT REPORTED. WOC 7-3333 ER/RC",6,2022-06
2022-06-08,UTAH,SALT LAKE CITY,"PRELIM INFO FROM FAA OPS: SALT LAKE CITY, UT/UAS SIGHTING/1253M/SALT LAKE CITY ATCT ADVISED, BEECH BE36, REPORTED UAS WHILE WSW BOUND AT 8,000 FEET 5 E SLC. NO EVASIVE ACTION TAKEN. LAW ENFORCEMENT NOTIFICATION NOT REPORTED. WOC 7-3333 ER/MK",6,2022-06
2022-06-08,TEXAS,SAN ANTONIO,"PRELIM INFO FROM FAA OPS: SAN ANTONIO, TX/UAS SIGHTING/1635C/SAN ANTONIO ATCT ADVISED, CESSNA C56X, LBB - SAT, REPORTED WHITE UAS 100 FEET BELOW ACFT WHILE SE BOUND AT 2,800 FEET 1 W SAN ANTONIO. NO EVASIVE ACTION REPORTED. SAN ANTONIO PD NOTIFIED. WOC 7-3333 MK/ER",6,2022-06
2022-06-09,TEXAS,CORPUS CHRISTI,"PRELIM INFO FROM FAA OPS: CORPUS CHRISTI, TX/UAS SIGHTING/1048C/CORPUS CHRISTI ATCT ADVISED, LEARJET LJ45, REPORTED UAS WHILE E BOUND AT 900 FEET ON FINAL 8 S CORPUS CHRISTI. NO EVASIVE ACTION REPORTED. CORPUS CHRISTI PD NOTIFIED. WOC 7-3333 MK/ER",6,2022-06
2022-06-09,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/1115E/DCA ATCT ADVISED, E75L, IND - DCA, REPORTED A BLACK UAS VCNTY OF WILSON BRIDGE WHILE N BOUND AT 1,000 FEET VCNTY DCA. NO EVASIVE ACTION REPORTED. ALEXANDRIA PD NOTIFIED. WOC 7-3333 MK/ER",6,2022-06
2022-06-09,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1250E/ATLANTA TRACON ADVISED, CRJ9, HPN - ATL, REPORTED A WHITE UAS AT 3 O'CLOCK POSITION WHILE W BOUND AT 3,600 FEET 8 E ATLANTA. NO EVASIVE ACTION REPORTED. ATLANTA PD NOTIFIED. WOC 7-3333 MK/ER",6,2022-06
2022-06-09,MICHIGAN,TRAVERSE CITY,"CORRECTION INFO FROM FAA OPS: TRAVERSE CITY, MI/UAS SIGHTING/1234E/TRAVERSE CITY ATCT ADVISED, CESSNA C172, REPORTED UAS WHILE W BOUND AT 1,400 FEET 2 E TRAVERSE CITY. NO EVASIVE ACTION REPORTED. GRAND TRAVERSE COUNTY SHERIFF NOTIFIED. WOC 7-3333 MK/ER",6,2022-06
2022-06-09,VIRGINIA,RICHMOND,"PRELIM INFO FROM FAA OPS: RICHMOND, VA/UAS SIGHTING/1118E/POTOMAC TRACON ADVISED, CESSNA C150, REPORTED WHITE AND BROWN UAS 1,500 FEET BELOW ACFT WHILE NW BOUND AT 2,500 FEET 11 NNE RIC. NO EVASIVE ACTION TAKEN. KING WILLIAM COUNTY SHERIFF NOTIFIED. WOC 7-3333 ER/RC",6,2022-06
2022-06-09,CALIFORNIA,VAN NUYS,"PRELIM INFO FROM FAA OPS: VAN NUYS, CA/UAS SIGHTING/1156P/LOS ANGELES ARTCC ADVISED E75L, LAX - SEA, REPORTED A UAS FROM 800 FEET ABOVE ACFT WHILE N BOUND AT 11,500 FEET 10 NW VNY. NO EVASIVE ACTION TAKEN. LOS ANGELES COUNTY SHERIFF NOTIFIED. WOC 7-3333 RC/ER",6,2022-06
2022-06-09,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1530M/DENVER TRACON ADVISED, A20N, DEN - LAS, REPORTED A  WHITE QUADCOPTER UAS 500 FEET BELOW ACFT FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 7,000 FEET 5 W DENVER. NO EVASIVE ACTION REPORTED. DENVER ARPT PD NOTIFIED. WOC 7-3333 DJ/ER",6,2022-06
2022-06-09,KANSAS,WICHITA,"PRELIM INFO FROM FAA OPS: WICHITA, KS/UAS SIGHTING/1718C/WICHITA APCH ADVISED, ROBINSON R44, REPORTED A BLACK UAS WHILE S BOUND AT 400 FEET 4 ENE ICT. NO EVASIVE ACTION REPORTED. WICHITA ARPT PD NOTIFIED. WOC 7-3333 JG/TL",6,2022-06
2022-06-09,VIRGINIA,RICHMOND,"PRELIM INFO FROM FAA OPS: RICHMOND, VA/UAS SIGHTING/1950E/POTOMAC TRACON ADVISED, BEECH BE36, REPORTED A WHITE UAS 300 FEET BELOW ACFT WHILE S BOUND AT 1,500 FEET 13 N RIC. NO EVASIVE ACTION TAKEN. HANOVER COUNTY SHERIFF NOTIFIED. WOC 7-3333 TB/EC",6,2022-06
2022-06-09,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/2043E/WASHINGTON ATCT ADVISED, A319, CHS - DCA, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE N BOUND AT 1,200 FEET 3.75 S DCA. NO EVASIVE ACTION REPORTED. MARYLAND STATE POLICE NOTIFIED AT 301-3445-3101. WOC 7-3333 JG/TL",6,2022-06
2022-06-10,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/0930E/ATLANTA TRACON ADVISED, B739, RDU - ATL, REPORTED UAS AT THE 2 O'CLOCK POSITION WHILE E BOUND AT 3,000 FEET 8 W ATL. NO EVASIVE ACTION REPORTED. SOUTH FUTLON PD NOTIFIED. WOC 7-3333 DJ/RC",6,2022-06
2022-06-10,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1310E/ORLANDO ATCT, B735, NASSAU, BAHAMAS (MYNN) - MCO, REPORTED BLACK AND WHITE UAS 200 FEET BELOW ACFT WHILE S BOUND AT 1,300 FEET 2 N MCO. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF NOTIFIED. WOC 7-3333 ER/RC",6,2022-06
2022-06-10,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS SIGHTING/1750E/FORT LAUDERDALE ATCT ADVISED, B753, ATL - FLL, REPORTED A BLACK AND ORANGE UAS FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT1,500 FEET 4 E FLL. NO EVASIVE ACTION REPORTED.  BROWARD COUNTY SHERIFF NOTIFIED. WOC 7-3333 JG/RC",6,2022-06
2022-06-10,TEXAS,EL PASO,"PRELIM INFO FROM FAA OPS: EL PASO, TX/UAS SIGHTING/1649M/EL PASO ATCT ADVISED, A20N, GUADALAJARA, MEXICO (MMGL) - CIUDAD JUAREZ, MEXICO (MMCS), REPORTED A UAS FROM THE RIGHT SIDE WHILE NE BOUND AT 6,200 FEET 8 S ELP. NO EVASIVE ACTION REPORTED. LAW ENFORCEMENT NOTIFICATION NOT REPORTED. WOC 7-3333 JG/EC",6,2022-06
2022-06-10,CONNECTICUT,HARTFORD,"PRELIM INFO FROM FAA OPS: HARTFORD, CT/UAS SIGHTING/1952E/BRADLEY TRACON ADVISED, A320, MCO - BDL, REPORTED A SMALL, WHITE UAS HEADED SOUTHBOUND AT 6,800 FEET 7 SW HARTFORD (41.3802/072.4240). NO EVASIVE ACTION REPORTED. LEO NOTIFIED. WOC 7-3333 EC/JG",6,2022-06
2022-06-11,NEW YORK,MONTGOMERY,"PRELIM INFO FROM FAA OPS: MONTGOMERY, NY/UAS SIGHTING/0911E/NEW YORK TRACON ADVISED, CESSNA C172, REPORTED A YELLOW UAS AT 2,500 FEET WHILE ENE BOUND 10 S ORANGE COUNTY ARPT. EVASIVE ACTION NOT REPORTED.  NY STATE PD AVIATION UNIT NOTIFIED. WOC 7-3333 RL/JA",6,2022-06
2022-06-11,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1029E/ORLANDO ATCT ADVISED, DIAMOND DA40, REPORTED A BLACK UAS AT 500 FEET 1 WSW ORL. EVASIVE ACTION NOT REPORTED. ORANGE COUNTY SHERIFF NOTIFIED. WOC 7-3333 RL/JA",6,2022-06
2022-06-11,GEORGIA,WILLIAMSON,"PRELIM INFO FROM FAA OPS: WILLIAMSON, GA/UAS SIGHTING/1140E/ATLANTA TRACON ADVISED, BEECH BE36, REPORTED UAS WHILE WNW BOUND AT 2,500 FEET VCNTY WILLIAMSON. NO EVASIVE ACTION REPORTED. SPALDING COUNTY SHERIFF NOTIFIED. WOC 7-3333 DJ/JL",6,2022-06
2022-06-11,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1102C/HOUSTON TRACON ADVISED, C130, IAH - RNO, REPORTED A GREY UAS UNDER LEFT WIING WHILE WNW BOUND CLIMBING THROUGH 2,500 FEET 8 W HOUSTON. NO EVASIVE ACTION. HOUSTON PD NOTIFIED. WOC 7-3333 DJ/JL",6,2022-06
2022-06-11,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS SIGHTING/0955P/LOS ANGELES ARTCC ADVISED, PILATUS PC12, REPORTED A WHITE UAS AT FL250 WHILE SSW BOUND 30 NE LAS. NO EVASIVE ACTION REPORTED. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 RL/JA",6,2022-06
2022-06-11,VERMONT,BURLINGTON,"PRELIM INFO FROM FAA OPS: BURLINGTON, VT/UAS SIGHTING/1550E/BURLINGTON ATCT ADVISED, BOMBARDIER CL30, UIN - BTV, REPORTED UAS AT 500 FEET WHILE SSE BOUND 1 NE BTV. NO EVASIVE ACTION REPORTED. SOUTH BURLINGTON PD NOTIFIED. WOC 7-3333 RL/JA",6,2022-06
2022-06-11,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1845C/CHICAGO TRACON ADVISED, CRJ7, MSP - ORD, REPORTED A UAS AT THE 3 O'CLOCK POSITION WHILE W BOUND AT 3,800 FEET 10 E ORD. NO EVASIVE ACTION TAKEN. CHICAGO PD NOTIFIED. WOC 7-3333 JO/HM",6,2022-06
2022-06-11,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/2045C/HOUSTON ATCT ADVISED, EUROCOPTER BK17, REPORTED A UAS WHILE N BOUND AT 1,000 FEET 7 NW HOU. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 JO/HM",6,2022-06
2022-06-11,CALIFORNIA,SAN DIEGO,"PRELIM INFO FROM FAA OPS: SAN DIEGO, CA/UAS SIGHTING/1918P/SOCAL TRACON ADVISED, BOMBARDIER CL30, GSP - SAN, REPORTED A BLACK AND RED QUAD-COPTER UAS 5 FEET ABOVE ACFT WHILE SW BOUND AT 6,700 FEET 23 E MISSION BAY VOR. NO EVASIVE ACTION. SAN DIEGO COUNTY SHERIFF NOTIFIED. WOC 7-3333 HM/JO",6,2022-06
2022-06-12,ILLINOIS,ST LOUIS,"PRELIM INFO FROM FAA OPS: CAHOKIA/ST LOUIS, IL/UAS SIGHTING/0625C/ST. LOUIS DOWNTOWN ATCT ADVISED, C21, REPORTED A UAS WHILE NE BOUND AT 2,100 FEET 4 N CPS. NO EVASIVE ACTION TAKEN. ST. LOUIS PD NOTIFIED. WOC 7-3333 RC/JA",6,2022-06
2022-06-12,ILLINOIS,ST LOUIS,"PRELIM INFO FROM FAA OPS: CAHOKIA/ST LOUIS, IL/UAS SIGHTING/0626C/ST. LOUIS DOWNTOWN ATCT ADVISED, BEECH BE95, REPORTED A UAS WHILE NE BOUND AT 2,100 FEET 4 N CPS. NO EVASIVE ACTION TAKEN. ST. LOUIS PD NOTIFIED. WOC 7-3333 RC/JA",6,2022-06
2022-06-12,MASSACHUSETTS,NORWOOD,"PRELIM INFO FROM FAA OPS: NORWOOD, MA/UAS SIGHTING/0945E/BOSTON TRACON ADVISED, CESSNA C206, REPORTED A RED UAS OFF RIGHT SIDE AT 4000 FEET WHILE SW BOUND 10 SW OWD. NO EVASIVE ACTION REPORTED. LEO NOTIFIED. NUMBER NOT PROVIDED. WOC 7-3333 RL/JA",6,2022-06
2022-06-12,RHODE ISLAND,PROVIDENCE,"PRELIM INFO FROM FAA OPS: PROVIDENCE, RI/UAS SIGHTING/1055E/PROVIDENCE APPROACH ADVISED, CRJ2, PVD - IAD, REPORTED UAS 200 FEET ABOVE FROM 12 O'CLOCK POSITION AT 800 FEET WHILE SW BOUND OFF DEPARTURE END OF RWY. NO EVASIVE ACTION REPORTED. WARWICK PD NOTIFIED. WOC 7-3333 RL/JA",6,2022-06
2022-06-12,VIRGINIA,NEWPORT NEWS,"PRELIM INFO FROM FAA OPS: NEWPORT NEWS, VA/UAS SIGHTING/1125E/PATRICH HENRY FIELD ATCT ADVISED CESSNA C172, PHF - PHF, OBSERVED A UAS AT 200 FT ELEVATION OVER THE APPROACH END. NO EVASIVE ACTION REPORTED. PHF ARPT OPS NOTIFIED. WOC 7-3333 JA/RL",6,2022-06
2022-06-12,MINNESOTA,MINNEAPOLIS,"PRELIM INFO FROM FAA OPS: MINNEAPOLIS, MN/UAS SIGHTING/1045C/FLYING CLOUD ATCT ADVISED, CIRRUS SF50, REPORTED UAS 100 FEET BELOW AT 1,900 FEET WHILE E BOUND 4 W FCM. NO EVASIVE ACTION REPORTED. EDEN PRAIRIE PD NOTIFIED. WOC 7-3333 RL/JA",6,2022-06
2022-06-12,OKLAHOMA,OKLAHOMA CITY,"PRELIM INFO FROM FAA OPS: OKLAHOMA CITY, OK/UAS SIGHTING/1308C/DALLAS-FORT WORTH ARTCC ADVISED, CESSNA C172, REPORTED A SILVER UAS 500 FEET BELOW AT 12 O'CLOCK POSITION AT 8,500 FEET WHILE W BOUND 50 E KINGFISHER VORTAC. NO EVASIVE ACTION TAKEN. KINGFISHER PD NOTIFIED. WOC 7-3333 RL/JA",6,2022-06
2022-06-12,TEXAS,SAN ANTONIO,"PRELIM INFO FROM FAA OPS: SAN ANTONIO, TX/UAS SIGHTING/1330C/SAN ANTONIO ATCT ADVISED, A21N, DFW - SAT, REPORTED A BLACK UAS 100 FEET BELOW AT 1 O'CLOCK POSITION AT 1,700 FEET WHILE SE BOUND 6 SSW SAT. NO EVASIVE ACTION REPORTED. SAN ANTONIO PD NOTIFIED. WOC 7-3333 RL/JA",6,2022-06
2022-06-12,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1534E/KENNEDY ATCT ADVISED, B744, LIEGE, BELGIUM (EBLG) - JFK, REPORTED UAS AT 9 O'CLOCK POSITION AT 1000 FEET WHILE SW BOUND 3 E JFK. NY PORT AUTHORITY NOTIFIED. WOC 7-3333 RL/JA",6,2022-06
